job,job_status,dataset,experiment,arm,hops,control,bridge_ratio,precision,update_policy,variant,stratification,stratum,n_examples,n_runs,example_cohort_sha256,metric_role,exact_match,exact_match_ci95_low,exact_match_ci95_high,f1,warm_latency_p50_ms,warm_latency_p95_ms,cache_precompute_union_p50_ms,retrieval_mean_ms,schedule_selection_mean_ms,mean_executed_evidence_hops,fraction_document_truncation,fraction_any_candidate_truncation,fraction_output_cap_reached,mean_cache_bytes,mean_cache_bytes_per_token,mean_support_recall,mean_bridge_recomputed_tokens,mean_evidence_tokens,mean_host_output_tokens,mean_ingest_prefill_tokens,mean_internal_decoded_tokens,mean_max_prefix_tokens,mean_query_prefill_tokens
beam_equal_updates,complete,beam,E6,latent,3,correct,0.2,int8,all,latent/int8,all,,12,12,085832da1135e796c3c7d1a57c4cff1c0a9bd6af7f4d1866d77235b2c28517d6,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.2775448739862519,3464.7203749918845,5229.265727466554,369.59095802740194,1.3066493411315605,0.00560434030679365,3.0,0.0,0.0,0.25,63641472.0,78336.0,,321.8333333333333,632.1666666666666,81.0,723.1666666666666,0.0,856.1666666666666,133.0
beam_equal_updates,complete,beam,E6,latent,3,correct,0.2,int8,all,latent/int8,category,contradiction_resolution,6,6,8b3f1db38e6e6031668c557c8afc5b4fbc1706c042cd7a1848e49603ecaa9623,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.3458531512359071,3949.217645509634,5237.428739768802,369.1569374932442,1.4392223383765668,0.005229492671787739,3.0,0.0,0.0,0.3333333333333333,66441984.0,78336.0,,334.1666666666667,656.1666666666666,95.16666666666667,747.1666666666666,0.0,895.8333333333334,148.66666666666666
beam_equal_updates,complete,beam,E6,latent,3,correct,0.2,int8,all,latent/int8,category,knowledge_update,6,6,cc309a69b1b26be82faef9f7a7d512883a5a2bde7097daff92aa99c985b547e6,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.20923659673659672,3049.0732709877193,4741.24762500287,369.59095802740194,1.1740763438865542,0.0059791879417995615,3.0,0.0,0.0,0.16666666666666666,60840960.0,78336.0,,309.5,608.1666666666666,66.83333333333333,699.1666666666666,0.0,816.5,117.33333333333333
beam_equal_updates,complete,beam,E6,text,3,correct,0.2,bf16,all,text/bf16,all,,12,12,085832da1135e796c3c7d1a57c4cff1c0a9bd6af7f4d1866d77235b2c28517d6,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.3136682116865044,7219.630437029991,10666.22980206739,0.0,1.3066493411315605,0.004982745546537141,3.0,0.0,0.0,0.0,,,,0.0,632.1666666666666,37.583333333333336,0.0,146.25,447.1666666666667,1360.4166666666667
beam_equal_updates,complete,beam,E6,text,3,correct,0.2,bf16,all,text/bf16,category,contradiction_resolution,6,6,8b3f1db38e6e6031668c557c8afc5b4fbc1706c042cd7a1848e49603ecaa9623,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.3971776932142786,8657.045541971456,8942.18177050061,0.0,1.4392223383765668,0.004805653588846326,3.0,0.0,0.0,0.0,,,,0.0,656.1666666666666,41.333333333333336,0.0,182.0,456.1666666666667,1435.8333333333333
beam_equal_updates,complete,beam,E6,text,3,correct,0.2,bf16,all,text/bf16,category,knowledge_update,6,6,cc309a69b1b26be82faef9f7a7d512883a5a2bde7097daff92aa99c985b547e6,"BEAM lexical proxy, not benchmark accuracy",0.0,,,0.23015873015873015,4319.781500002136,10935.081448275014,0.0,1.1740763438865542,0.005159837504227956,3.0,0.0,0.0,0.0,,,,0.0,608.1666666666666,33.833333333333336,0.0,110.5,438.1666666666667,1285.0
hotpot_equal,complete,hotpotqa,E1,direct_text,3,correct,0.2,bf16,all,direct_text/bf16,all,,128,128,a55eb86e77fe9940acaf820d84fd79b9ef516842d12b598d535f470e72461cbc,QA exact match,0.390625,0.31047019100495765,0.4771535181798723,0.4787803189457601,474.0508754912298,613.1102850980824,0.0,,0.28264841148484265,3.0,0.109375,0.3125,0.0078125,,,0.85546875,0.0,801.671875,3.3828125,0.0,0.0,922.4296875,922.4296875
hotpot_equal,complete,hotpotqa,E1,latent,3,correct,0.2,bf16,all,latent/bf16,all,,128,128,a55eb86e77fe9940acaf820d84fd79b9ef516842d12b598d535f470e72461cbc,QA exact match,0.3125,0.23865530278536204,0.39727105581720357,0.39200576537433157,1265.1522504747845,1432.9739546315977,504.06010349979624,,0.284011063286016,3.0,0.109375,0.3125,0.0,143319168.0,147456.0,0.85546875,381.421875,801.671875,2.90625,876.671875,0.0,1017.703125,141.03125
hotpot_equal,complete,hotpotqa,E1,latent,3,correct,0.2,int8,all,latent/int8,all,,128,128,a55eb86e77fe9940acaf820d84fd79b9ef516842d12b598d535f470e72461cbc,QA exact match,0.3125,0.23865530278536204,0.39727105581720357,0.3987021939457601,1283.486875006929,1465.771310342825,504.06010349979624,,0.2812909506246797,3.0,0.109375,0.3125,0.0,76138308.0,78336.0,0.85546875,381.421875,801.671875,2.953125,876.671875,0.0,1017.703125,141.03125
hotpot_equal,complete,hotpotqa,E1,text,3,correct,0.2,bf16,all,text/bf16,all,,128,128,a55eb86e77fe9940acaf820d84fd79b9ef516842d12b598d535f470e72461cbc,QA exact match,0.375,0.29592429097646555,0.4613599480919116,0.47097876082251083,6159.060646023136,11581.488539132988,0.0,,0.2850784612746793,3.0,0.109375,0.3125,0.0,,,0.85546875,0.0,801.671875,2.953125,0.0,169.71875,528.59375,1542.5234375
musique_equal,complete,musique,E1,direct_text,3,correct,0.2,bf16,all,direct_text/bf16,all,,128,128,2554500655c06edf8a46482e4fb63290d626496a338bd214180b1dc960788b5a,QA exact match,0.09375,0.054443804399147026,0.15672997257307855,0.11869791666666667,379.6470829984173,553.4582454041811,0.0,,0.4532767184173281,3.0,0.1796875,0.46875,0.0,,,0.6080729166666666,0.0,764.671875,1.734375,0.0,0.0,884.2265625,884.2265625
musique_equal,complete,musique,E1,latent,3,correct,0.2,bf16,all,latent/bf16,all,,128,128,2554500655c06edf8a46482e4fb63290d626496a338bd214180b1dc960788b5a,QA exact match,0.0625,0.03200692569506119,0.11848791104425865,0.10539434523809524,1224.9024789780378,1381.9508078624492,493.41645851382054,,0.46322065782078425,3.0,0.1796875,0.46875,0.0078125,137331072.0,147456.0,0.6080729166666666,368.2109375,764.671875,2.1015625,839.671875,0.0,975.890625,136.21875
musique_equal,complete,musique,E1,latent,3,correct,0.2,int8,all,latent/int8,all,,128,128,2554500655c06edf8a46482e4fb63290d626496a338bd214180b1dc960788b5a,QA exact match,0.0625,0.03200692569506119,0.11848791104425865,0.10064684139784946,1246.9564584898762,1403.1882339942965,493.41645851382054,,0.4540335471574508,3.0,0.1796875,0.46875,0.0,72957132.0,78336.0,0.6080729166666666,368.2109375,764.671875,2.0546875,839.671875,0.0,975.890625,136.21875
musique_equal,complete,musique,E1,text,3,correct,0.2,bf16,all,text/bf16,all,,128,128,2554500655c06edf8a46482e4fb63290d626496a338bd214180b1dc960788b5a,QA exact match,0.140625,0.09083969494262253,0.21135249237896167,0.1853298611111111,5949.740000505699,12053.01259147236,0.0,,0.4708209080490633,3.0,0.1796875,0.46875,0.0,,,0.6080729166666666,0.0,764.671875,2.1484375,0.0,167.7734375,522.0625,1498.859375
private_audit_precision,complete,synthetic_private_fact,E3,latent,1,correct,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,1.0,0.9708630437264916,1,1.0,270.5734994960949,275.51358124183025,120.52310450235382,,0.04037333565065637,1.0,0.0,0.0,0.0,16220160.0,147456.0,1.0,0.0,35.0,6.0,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E3,latent,1,mismatched,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,0.0,0,0.029136956273508416,0.0,99.13518751272932,101.21682093013078,120.52310450235382,,0.04077016365044983,1.0,0.0,0.0,0.0,16220160.0,147456.0,1.0,0.0,35.0,1.0,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E3,latent,1,no_context,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,0.0,0,0.029136956273508416,0.0,97.8859374881722,99.7624356590677,120.52310450235382,,0.040372977309743874,0.0,0.0,0.0,0.0,11059200.0,147456.0,0.0,0.0,0.0,1.0,110.0,0.0,122.0,47.0
private_audit_precision,complete,synthetic_private_fact,E3,latent,1,random,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,0.0,0,0.029136956273508416,0.0,591.6101040202193,600.6713392533129,120.52310450235382,,0.04063996266268077,1.0,0.0,0.0,0.96875,16220160.0,147456.0,1.0,0.0,35.0,15.8203125,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E3,latent,1,zero,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,0.0,0,0.029136956273508416,0.0,99.63912449893542,102.02810403134208,120.52310450235382,,0.04147261643083766,1.0,0.0,0.0,0.0,16220160.0,147456.0,1.0,0.0,35.0,1.0,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E5,latent,1,correct,0,bf16,all,latent/bf16,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,1.0,0.9708630437264916,1,1.0,270.5252079758793,275.9328103886219,120.52310450235382,,0.04071649391335086,1.0,0.0,0.0,0.0,16220160.0,147456.0,1.0,0.0,35.0,6.0,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E5,latent,1,correct,0,int4,all,latent/int4,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,1.0,0.9708630437264916,1,1.0,272.08847901783884,276.776889822213,120.52310450235382,,0.0401549186790362,1.0,0.0,0.0,0.0,4561920.0,41472.0,1.0,0.0,35.0,6.0,110.0,0.0,157.0,47.0
private_audit_precision,complete,synthetic_private_fact,E5,latent,1,correct,0,int8,all,latent/int8,all,,128,128,75d0be282dd843d188b2b0babc3263be2981cd5f5f0b09baa579eb9ba0413849,QA exact match,1.0,0.9708630437264916,1,1.0,272.45193751878105,277.4063081044005,120.52310450235382,,0.04050224833918037,1.0,0.0,0.0,0.0,8616960.0,78336.0,1.0,0.0,35.0,6.0,110.0,0.0,157.0,47.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,all,direct_text/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,292.76177048450336,297.64565405785106,0.0,,0.004804051513929153,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,5.0,0.0,0.0,224.0,224.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,all,direct_text/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,160.10854198248126,163.2014597649686,0.0,,0.004651152266887948,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,2.0,0.0,0.0,227.0,227.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,all,direct_text/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,293.7502295244485,297.8553124848986,0.0,,0.004855017929609555,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,6.0,0.0,0.0,223.0,223.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,current,direct_text/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,293.85818747687154,299.2121705523459,0.0,,0.004999333668820327,1.25,0.0,0.0,0.0,,,0.625,0.0,67.0,5.0,0.0,0.0,191.0,191.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,current,direct_text/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,160.19937497912906,161.99221654969733,0.0,,0.004907591574010439,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,2.0,0.0,0.0,227.0,227.0
updates,complete,synthetic_updates,E6,direct_text,2,correct,0.2,bf16,current,direct_text/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,294.7336455108598,299.4424790085759,0.0,,0.0050299143670902895,1.0,0.0,0.0,0.0,,,0.5,0.0,56.0,6.0,0.0,0.0,179.0,179.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,all,latent/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,570.8564164815471,582.5161232904065,181.78027149406262,,0.004585236183629604,2.0,0.0,0.0,0.0,36126720.0,147456.0,1.0,66.5,100.0,5.0,175.0,0.0,294.0,119.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,all,latent/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,437.6881044881884,443.2419627904892,181.78764652111568,,0.004594972779159434,2.0,0.0,0.0,0.0,37011456.0,147456.0,1.0,68.0,100.0,2.0,175.0,0.0,303.0,128.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,all,latent/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,573.1364579987712,583.2253647386096,181.7709585011471,,0.004581990651786327,2.0,0.0,0.0,0.0,35831808.0,147456.0,1.0,66.0,100.0,6.0,175.0,0.0,291.0,116.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,current,latent/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,392.7966254996136,439.7649891587207,181.78027149406262,,0.004874377736996394,1.25,0.0,0.0,0.0,27500544.0,147456.0,0.625,37.25,67.0,5.0,175.0,0.0,235.5,93.5
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,current,latent/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,437.97506249393336,442.0394478132948,181.78764652111568,,0.005071562554803677,2.0,0.0,0.0,0.0,37011456.0,147456.0,1.0,68.0,100.0,2.0,175.0,0.0,303.0,128.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,bf16,current,latent/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,391.58106248942204,395.5982292391127,181.7709585011471,,0.004808649464393966,1.0,0.0,0.0,0.0,24330240.0,147456.0,0.5,27.0,56.0,6.0,175.0,0.0,213.0,82.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,all,latent/int8,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,577.4693955027033,587.2293334366987,181.78027149406262,,0.004482747954170918,2.0,0.0,0.0,0.0,19192320.0,78336.0,1.0,66.5,100.0,5.0,175.0,0.0,294.0,119.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,all,latent/int8,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,442.43012499646284,450.15737498470116,181.78764652111568,,0.004356779754743911,2.0,0.0,0.0,0.0,19662336.0,78336.0,1.0,68.0,100.0,2.0,175.0,0.0,303.0,128.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,all,latent/int8,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,579.578583012335,588.6760002322262,181.7709585011471,,0.00452473735397992,2.0,0.0,0.0,0.0,19035648.0,78336.0,1.0,66.0,100.0,6.0,175.0,0.0,291.0,116.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,current,latent/int8,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,1.0,0.9708630437264916,1,1.0,395.8016660180874,448.2304902514443,181.78027149406262,,0.004923132109979633,1.25,0.0,0.0,0.0,14609664.0,78336.0,0.625,37.25,67.0,5.0,175.0,0.0,235.5,93.5
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,current,latent/int8,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,444.4476670178119,451.48576860665344,181.78764652111568,,0.005079435140942223,2.0,0.0,0.0,0.0,19662336.0,78336.0,1.0,68.0,100.0,2.0,175.0,0.0,303.0,128.0
updates,complete,synthetic_updates,E6,latent,2,correct,0.2,int8,current,latent/int8,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,1.0,0.9615244121423243,1,1.0,394.81202099705115,399.6410940308124,181.7709585011471,,0.00487103109965877,1.0,0.0,0.0,0.0,12925440.0,78336.0,0.5,27.0,56.0,6.0,175.0,0.0,213.0,82.0
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,all,text/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,0.25,0.18301284861358558,0.33155562952316864,0.25,1395.1272920239717,3225.723131230916,0.0,,0.004596649887389503,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,1.25,0.0,45.0,228.75,578.0
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,all,text/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,3218.6029789736494,3239.566397210001,0.0,,0.004593692210619338,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,2.0,0.0,84.0,240.0,626.0
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,all,text/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,0.0,3.469446951953614e-18,0.038475587857675686,0.0,1391.2101245077793,1407.0986767619615,0.0,,0.004597635779646225,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,1.0,0.0,32.0,225.0,562.0
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,current,text/bf16,all,,128,128,f42f8c24af1ea6ecbd6414556987c0cd9d34a1ffd548073f3bbec725a084a6c2,QA exact match,0.25,0.18301284861358558,0.33155562952316864,0.25,751.2634794984479,3235.2182857430307,0.0,,0.004853203790844418,1.25,0.0,0.0,0.0,,,0.625,0.0,67.0,1.25,0.0,33.0,217.5,418.25
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,current,text/bf16,category,contradiction_resolution,32,32,1e081f11066ef58396f0c39f8ceabc63b55c4ff4c59df34dd6c0e93ef4c1dba4,QA exact match,1.0,0.8928208017449293,1,1.0,3224.5858749956824,3255.9001309098676,0.0,,0.004885498128714971,2.0,0.0,0.0,0.0,,,1.0,0.0,100.0,2.0,0.0,84.0,240.0,626.0
updates,complete,synthetic_updates,E6,text,2,correct,0.2,bf16,current,text/bf16,category,knowledge_update,96,96,7e3d46d308e5a99fd3537cffacca4ad3f3440163d0cf9d905b9087828709ce58,QA exact match,0.0,3.469446951953614e-18,0.038475587857675686,0.0,749.3719375052024,759.722676986712,0.0,,0.004842439011554234,1.0,0.0,0.0,0.0,,,0.5,0.0,56.0,1.0,0.0,16.0,210.0,349.0
