job,job_status,dataset,experiment,arm,hops,control,bridge_ratio,precision,update_policy,variant,stratification,stratum,n_examples,n_runs,example_cohort_sha256,metric_role,exact_match,exact_match_ci95_low,exact_match_ci95_high,f1,warm_latency_p50_ms,warm_latency_p95_ms,cache_precompute_union_p50_ms,retrieval_mean_ms,schedule_selection_mean_ms,mean_executed_evidence_hops,fraction_document_truncation,fraction_any_candidate_truncation,fraction_output_cap_reached,mean_cache_bytes,mean_cache_bytes_per_token,mean_support_recall,mean_bridge_recomputed_tokens,mean_evidence_tokens,mean_host_output_tokens,mean_ingest_prefill_tokens,mean_internal_decoded_tokens,mean_max_prefix_tokens,mean_query_prefill_tokens
multihop_docs10,complete,synthetic_multihop,E2,direct_text,3,correct,0.2,bf16,all,direct_text/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,1.0,0.4385029682449546,1,1.0,368.88237501261756,370.18118747510016,0.0,,0.07572265652318795,3.0,0.0,0.0,0.0,,,0.4,0.0,252.0,6.0,0.0,0.0,385.0,385.0
multihop_docs10,complete,synthetic_multihop,E2,direct_text,5,correct,0.2,bf16,all,direct_text/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.6666666666666666,436.87095801578835,443.9890958194155,0.0,,0.07512499966348211,5.0,0.0,0.0,0.0,,,1.0,0.0,406.0,6.0,0.0,0.0,539.0,539.0
multihop_docs10,complete,synthetic_multihop,E2,direct_text,5,correct,0.2,bf16,all,direct_text/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.6666666666666666,436.87095801578835,443.9890958194155,0.0,,0.07512499966348211,5.0,0.0,0.0,0.0,,,1.0,0.0,406.0,6.0,0.0,0.0,539.0,539.0
multihop_docs10,complete,synthetic_multihop,E2,latent,1,correct,0.2,bf16,all,latent/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,430.91087497305125,435.52153721102513,654.5409589889459,,0.07304165046662092,1.0,0.0,0.0,0.0,29343744.0,147456.0,0.26666666666666666,31.0,80.0,6.0,481.0,0.0,257.0,102.0
multihop_docs10,complete,synthetic_multihop,E2,latent,1,correct,0.2,bf16,all,latent/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,430.91087497305125,435.52153721102513,654.5409589889459,,0.07304165046662092,1.0,0.0,0.0,0.0,29343744.0,147456.0,0.26666666666666666,31.0,80.0,6.0,481.0,0.0,257.0,102.0
multihop_docs10,complete,synthetic_multihop,E2,latent,1,correct,0.2,int8,all,latent/int8,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,437.1909159817733,437.2515912691597,654.5409589889459,,0.0738473415064315,1.0,0.0,0.0,0.0,15588864.0,78336.0,0.26666666666666666,31.0,80.0,6.0,481.0,0.0,257.0,102.0
multihop_docs10,complete,synthetic_multihop,E2,latent,1,correct,0.2,int8,all,latent/int8,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,437.1909159817733,437.2515912691597,654.5409589889459,,0.0738473415064315,1.0,0.0,0.0,0.0,15588864.0,78336.0,0.26666666666666666,31.0,80.0,6.0,481.0,0.0,257.0,102.0
multihop_docs10,complete,synthetic_multihop,E2,latent,3,correct,0.2,bf16,all,latent/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,1040.6373749719933,1049.9875119072385,654.5409589889459,,0.07394433487206697,3.0,0.0,0.0,0.0,67682304.0,147456.0,0.4,171.0,252.0,6.0,481.0,0.0,517.0,190.0
multihop_docs10,complete,synthetic_multihop,E2,latent,3,correct,0.2,bf16,all,latent/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,1040.6373749719933,1049.9875119072385,654.5409589889459,,0.07394433487206697,3.0,0.0,0.0,0.0,67682304.0,147456.0,0.4,171.0,252.0,6.0,481.0,0.0,517.0,190.0
multihop_docs10,complete,synthetic_multihop,E2,latent,3,correct,0.2,int8,all,latent/int8,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,1065.3693749918602,1067.8777505643666,654.5409589889459,,0.07200000497202079,3.0,0.0,0.0,0.0,35956224.0,78336.0,0.4,171.0,252.0,6.0,481.0,0.0,517.0,190.0
multihop_docs10,complete,synthetic_multihop,E2,latent,3,correct,0.2,int8,all,latent/int8,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,1065.3693749918602,1067.8777505643666,654.5409589889459,,0.07200000497202079,3.0,0.0,0.0,0.0,35956224.0,78336.0,0.4,171.0,252.0,6.0,481.0,0.0,517.0,190.0
multihop_docs10,complete,synthetic_multihop,E2,latent,5,correct,0.2,bf16,all,latent/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.6666666666666666,2145.127459021751,2164.9209709023125,654.5409589889459,,0.07723599749927719,5.0,0.0,0.0,0.0,103366656.0,147456.0,1.0,411.0,406.0,6.0,481.0,0.0,759.0,278.0
multihop_docs10,complete,synthetic_multihop,E2,latent,5,correct,0.2,bf16,all,latent/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.6666666666666666,2145.127459021751,2164.9209709023125,654.5409589889459,,0.07723599749927719,5.0,0.0,0.0,0.0,103366656.0,147456.0,1.0,411.0,406.0,6.0,481.0,0.0,759.0,278.0
multihop_docs10,complete,synthetic_multihop,E2,latent,5,correct,0.2,int8,all,latent/int8,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,2128.229417023249,2179.8232292116154,654.5409589889459,,0.07947200598816077,5.0,0.0,0.0,0.0,54913536.0,78336.0,1.0,411.0,406.0,6.0,481.0,0.0,759.0,278.0
multihop_docs10,complete,synthetic_multihop,E2,latent,5,correct,0.2,int8,all,latent/int8,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,2128.229417023249,2179.8232292116154,654.5409589889459,,0.07947200598816077,5.0,0.0,0.0,0.0,54913536.0,78336.0,1.0,411.0,406.0,6.0,481.0,0.0,759.0,278.0
multihop_docs10,complete,synthetic_multihop,E2,text,1,correct,0.2,bf16,all,text/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,2516.62704203045,2555.3963419864886,0.0,,0.0748193512360255,1.0,0.0,0.0,0.0,,,0.26666666666666666,0.0,80.0,6.0,0.0,62.0,243.0,438.0
multihop_docs10,complete,synthetic_multihop,E2,text,1,correct,0.2,bf16,all,text/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,2516.62704203045,2555.3963419864886,0.0,,0.0748193512360255,1.0,0.0,0.0,0.0,,,0.26666666666666666,0.0,80.0,6.0,0.0,62.0,243.0,438.0
multihop_docs10,complete,synthetic_multihop,E2,text,3,correct,0.2,bf16,all,text/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,11187.385625031311,12083.6971252691,0.0,,0.07225033671905597,3.0,0.0,0.0,0.0,,,0.4,0.0,252.0,6.0,0.0,306.3333333333333,349.0,1178.3333333333333
multihop_docs10,complete,synthetic_multihop,E2,text,3,correct,0.2,bf16,all,text/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,11187.385625031311,12083.6971252691,0.0,,0.07225033671905597,3.0,0.0,0.0,0.0,,,0.4,0.0,252.0,6.0,0.0,306.3333333333333,349.0,1178.3333333333333
multihop_docs10,complete,synthetic_multihop,E2,text,5,correct,0.2,bf16,all,text/bf16,all,,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,18963.584457989782,22001.304133579833,0.0,,0.0771943402166168,5.0,0.0,0.0,0.0,,,1.0,0.0,406.0,6.0,0.0,539.6666666666666,394.3333333333333,1889.6666666666667
multihop_docs10,complete,synthetic_multihop,E2,text,5,correct,0.2,bf16,all,text/bf16,chain_length,5,3,3,62a4f3d3a855edc1b61a710c62716d731c27e60db57696e2ef788696829bc063,QA exact match,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.3333333333333333,18963.584457989782,22001.304133579833,0.0,,0.0771943402166168,5.0,0.0,0.0,0.0,,,1.0,0.0,406.0,6.0,0.0,539.6666666666666,394.3333333333333,1889.6666666666667
multihop_docs20,complete,synthetic_multihop,E2,direct_text,1,correct,0.2,bf16,all,direct_text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,292.17879101634026,295.3465291066095,0.0,,0.10422234966730078,1.0,0.0,0.0,0.0,,,0.1,0.0,80.0,6.0,0.0,0.0,213.0,213.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,1,correct,0.2,bf16,all,direct_text/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,292.17879101634026,295.3465291066095,0.0,,0.10422234966730078,1.0,0.0,0.0,0.0,,,0.1,0.0,80.0,6.0,0.0,0.0,213.0,213.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,10,correct,0.2,bf16,all,direct_text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,574.3862079689279,577.7607211144641,0.0,,0.11215265840291977,10.0,0.0,0.0,0.0,,,1.0,0.0,806.0,6.0,0.0,0.0,939.0,939.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,10,correct,0.2,bf16,all,direct_text/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,574.3862079689279,577.7607211144641,0.0,,0.11215265840291977,10.0,0.0,0.0,0.0,,,1.0,0.0,806.0,6.0,0.0,0.0,939.0,939.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,3,correct,0.2,bf16,all,direct_text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,373.27287503285334,378.63042466924526,0.0,,0.1128889659109215,3.0,0.0,0.0,0.0,,,0.13333333333333333,0.0,252.0,6.0,0.0,0.0,385.0,385.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,3,correct,0.2,bf16,all,direct_text/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,373.27287503285334,378.63042466924526,0.0,,0.1128889659109215,3.0,0.0,0.0,0.0,,,0.13333333333333333,0.0,252.0,6.0,0.0,0.0,385.0,385.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,5,correct,0.2,bf16,all,direct_text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,444.23708296380937,445.7429710775614,0.0,,0.10586101173733671,5.0,0.0,0.0,0.0,,,0.16666666666666669,0.0,424.0,6.0,0.0,0.0,557.0,557.0
multihop_docs20,complete,synthetic_multihop,E2,direct_text,5,correct,0.2,bf16,all,direct_text/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,444.23708296380937,445.7429710775614,0.0,,0.10586101173733671,5.0,0.0,0.0,0.0,,,0.16666666666666669,0.0,424.0,6.0,0.0,0.0,557.0,557.0
multihop_docs20,complete,synthetic_multihop,E2,latent,1,correct,0.2,bf16,all,latent/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,435.4605830158107,438.49662050488405,1248.1889160117134,,0.10658333000416557,1.0,0.0,0.0,0.0,29343744.0,147456.0,0.1,31.0,80.0,6.0,881.0,0.0,257.0,102.0
multihop_docs20,complete,synthetic_multihop,E2,latent,1,correct,0.2,bf16,all,latent/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,435.4605830158107,438.49662050488405,1248.1889160117134,,0.10658333000416557,1.0,0.0,0.0,0.0,29343744.0,147456.0,0.1,31.0,80.0,6.0,881.0,0.0,257.0,102.0
multihop_docs20,complete,synthetic_multihop,E2,latent,1,correct,0.2,int8,all,latent/int8,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,440.19350002054125,443.17298779496923,1248.1889160117134,,0.11751366158326466,1.0,0.0,0.0,0.0,15588864.0,78336.0,0.1,31.0,80.0,6.0,881.0,0.0,257.0,102.0
multihop_docs20,complete,synthetic_multihop,E2,latent,1,correct,0.2,int8,all,latent/int8,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,440.19350002054125,443.17298779496923,1248.1889160117134,,0.11751366158326466,1.0,0.0,0.0,0.0,15588864.0,78336.0,0.1,31.0,80.0,6.0,881.0,0.0,257.0,102.0
multihop_docs20,complete,synthetic_multihop,E2,latent,10,correct,0.2,bf16,all,latent/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,7167.63387498213,7189.7943499847315,1248.1889160117134,,0.1082776968056957,10.0,0.0,0.0,0.0,194789376.0,147456.0,1.0,1458.0,806.0,4.333333333333333,881.0,0.0,1379.0,498.0
multihop_docs20,complete,synthetic_multihop,E2,latent,10,correct,0.2,bf16,all,latent/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,7167.63387498213,7189.7943499847315,1248.1889160117134,,0.1082776968056957,10.0,0.0,0.0,0.0,194789376.0,147456.0,1.0,1458.0,806.0,4.333333333333333,881.0,0.0,1379.0,498.0
multihop_docs20,complete,synthetic_multihop,E2,latent,10,correct,0.2,int8,all,latent/int8,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,7156.600416987203,7208.651728904806,1248.1889160117134,,0.1136253122240305,10.0,0.0,0.0,0.0,103481856.0,78336.0,1.0,1458.0,806.0,6.0,881.0,0.0,1379.0,498.0
multihop_docs20,complete,synthetic_multihop,E2,latent,10,correct,0.2,int8,all,latent/int8,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,7156.600416987203,7208.651728904806,1248.1889160117134,,0.1136253122240305,10.0,0.0,0.0,0.0,103481856.0,78336.0,1.0,1458.0,806.0,6.0,881.0,0.0,1379.0,498.0
multihop_docs20,complete,synthetic_multihop,E2,latent,3,correct,0.2,bf16,all,latent/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,1044.9603329761885,1048.0852464039344,1248.1889160117134,,0.10543064369509618,3.0,0.0,0.0,0.0,67682304.0,147456.0,0.13333333333333333,171.0,252.0,6.0,881.0,0.0,517.0,190.0
multihop_docs20,complete,synthetic_multihop,E2,latent,3,correct,0.2,bf16,all,latent/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,1044.9603329761885,1048.0852464039344,1248.1889160117134,,0.10543064369509618,3.0,0.0,0.0,0.0,67682304.0,147456.0,0.13333333333333333,171.0,252.0,6.0,881.0,0.0,517.0,190.0
multihop_docs20,complete,synthetic_multihop,E2,latent,3,correct,0.2,int8,all,latent/int8,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,1070.186874945648,1075.4106999607757,1248.1889160117134,,0.10812466886515419,3.0,0.0,0.0,0.0,35956224.0,78336.0,0.13333333333333333,171.0,252.0,6.0,881.0,0.0,517.0,190.0
multihop_docs20,complete,synthetic_multihop,E2,latent,3,correct,0.2,int8,all,latent/int8,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,1070.186874945648,1075.4106999607757,1248.1889160117134,,0.10812466886515419,3.0,0.0,0.0,0.0,35956224.0,78336.0,0.13333333333333333,171.0,252.0,6.0,881.0,0.0,517.0,190.0
multihop_docs20,complete,synthetic_multihop,E2,latent,5,correct,0.2,bf16,all,latent/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2128.0090840300545,2154.622496169759,1248.1889160117134,,0.11013900317872564,5.0,0.0,0.0,0.0,106020864.0,147456.0,0.16666666666666669,415.0,424.0,6.0,881.0,0.0,777.0,278.0
multihop_docs20,complete,synthetic_multihop,E2,latent,5,correct,0.2,bf16,all,latent/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2128.0090840300545,2154.622496169759,1248.1889160117134,,0.11013900317872564,5.0,0.0,0.0,0.0,106020864.0,147456.0,0.16666666666666669,415.0,424.0,6.0,881.0,0.0,777.0,278.0
multihop_docs20,complete,synthetic_multihop,E2,latent,5,correct,0.2,int8,all,latent/int8,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2181.659791036509,2217.618241609307,1248.1889160117134,,0.11169400143747528,5.0,0.0,0.0,0.0,56323584.0,78336.0,0.16666666666666669,415.0,424.0,6.0,881.0,0.0,777.0,278.0
multihop_docs20,complete,synthetic_multihop,E2,latent,5,correct,0.2,int8,all,latent/int8,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2181.659791036509,2217.618241609307,1248.1889160117134,,0.11169400143747528,5.0,0.0,0.0,0.0,56323584.0,78336.0,0.16666666666666669,415.0,424.0,6.0,881.0,0.0,777.0,278.0
multihop_docs20,complete,synthetic_multihop,E2,text,1,correct,0.2,bf16,all,text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2526.0430420166813,2534.259178908542,0.0,,0.10452766825134556,1.0,0.0,0.0,0.0,,,0.1,0.0,80.0,6.0,0.0,62.0,243.0,438.0
multihop_docs20,complete,synthetic_multihop,E2,text,1,correct,0.2,bf16,all,text/bf16,chain_length,10,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.0,5.551115123125783e-17,0.5614970317550454,0.0,2526.0430420166813,2534.259178908542,0.0,,0.10452766825134556,1.0,0.0,0.0,0.0,,,0.1,0.0,80.0,6.0,0.0,62.0,243.0,438.0
multihop_docs20,complete,synthetic_multihop,E2,text,10,correct,0.2,bf16,all,text/bf16,all,,3,3,1e0b6aee6778cc1113426d81ce407b5e438ab988a777931edd9b8cc7460975f2,QA exact match,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.6666666666666666,41225.195790990256,45265.206429112004,0.0,,0.11754164006561041,10.0,0.0,0.0,0.0,,,1.0,0.0,806.0,4.333333333333333,0.0,1133.6666666666667,425.3333333333333,3694.3333333333335
